customer_id,last,freq,money,recency,R,F,M,Segment
1685,2024-12-21 20:40:00,5,1206.97,10,High,Med,Med,High Med Med
1686,2024-10-08 13:11:00,8,1710.56,84,Med,High,Med,Med High Med
1687,2024-08-21 03:45:00,2,398.71,132,Med,Low,Low,Med Low Low
1688,2023-03-07 17:39:00,1,1253.3700000000001,665,Low,Low,Med,Low Low Med
1690,2024-12-01 02:06:00,6,2190.1200000000003,30,High,Med,Med,High Med Med
1691,2023-04-10 07:59:00,4,728.9399999999999,631,Low,Med,Low,Low Med Low
1692,2024-01-13 17:53:00,3,1423.69,353,Low,Low,Med,Low Low Med
1694,2024-12-28 12:20:00,7,26777.86,3,High,High,High,High High High
1695,2024-10-05 12:53:00,3,773.47,87,Med,Low,Low,Med Low Low
1697,2024-10-26 02:15:00,2,344.28999999999996,66,Med,Low,Low,Med Low Low
1698,2024-06-24 13:07:00,1,220.9,190,Low,Low,Low,Low Low Low
1699,2024-06-29 23:02:00,7,1956.23,184,Med,High,Med,Med High Med
1700,2024-02-17 08:28:00,1,172.02,318,Low,Low,Low,Low Low Low
1701,2024-01-24 11:21:00,7,1572.96,342,Low,High,Med,Low High Med
1702,2024-07-16 12:30:00,7,1014.6800000000001,168,Med,High,Low,Med High Low
1703,2024-07-30 00:36:00,4,1154.8700000000001,154,Med,Med,Med,Med Med Med
1704,2024-11-27 12:05:00,3,568.59,34,High,Low,Low,High Low Low
1705,2024-11-13 19:06:00,7,2992.41,48,High,High,High,High High High
1706,2024-08-26 07:33:00,4,1207.93,127,Med,Med,Med,Med Med Med
1707,2024-11-07 13:49:00,6,1374.04,54,High,Med,Med,High Med Med
1708,2024-11-25 10:59:00,6,1931.0300000000002,36,High,Med,Med,High Med Med
1709,2024-12-15 02:46:00,7,1507.4099999999999,16,High,High,Med,High High Med
1710,2024-08-06 17:23:00,5,1639.1100000000001,147,Med,Med,Med,Med Med Med
1711,2024-04-22 23:00:00,1,201.04,252,Low,Low,Low,Low Low Low
1713,2024-09-19 18:24:00,3,271.06,103,Med,Low,Low,Med Low Low
1714,2024-05-14 18:27:00,8,3275.15,231,Low,High,High,Low High High
1717,2024-08-10 06:35:00,8,2308.95,143,Med,High,Med,Med High Med
1718,2024-12-13 06:06:00,3,766.1700000000001,18,High,Low,Low,High Low Low
1720,2024-09-09 06:46:00,6,3504.4399999999996,113,Med,Med,High,Med Med High
1721,2023-01-26 09:14:00,3,704.25,705,Low,Low,Low,Low Low Low
1722,2024-05-01 19:59:00,1,1015.4100000000001,244,Low,Low,Low,Low Low Low
1723,2024-08-30 03:39:00,7,2759.44,123,Med,High,High,Med High High
1725,2024-12-03 20:51:00,4,1031.4611431500011,28,High,Med,Low,High Med Low
1726,2024-12-17 18:08:00,6,3435.38,14,High,Med,High,High Med High
1727,2024-12-01 04:57:00,8,2478.8500000000004,30,High,High,High,High High High
1728,2024-08-30 09:23:00,1,168.75,123,Med,Low,Low,Med Low Low
1729,2024-09-01 21:19:00,8,2837.29,121,Med,High,High,Med High High
1730,2024-08-24 19:04:00,2,1017.8900000000001,129,Med,Low,Low,Med Low Low
1732,2024-12-10 14:08:00,7,4807.38,21,High,High,High,High High High
1733,2024-11-26 15:25:00,6,2649.6,35,High,Med,High,High Med High
1734,2024-07-30 09:38:00,8,1949.75,154,Med,High,Med,Med High Med
1735,2024-05-28 11:11:00,8,4100.0651901976735,217,Low,High,High,Low High High
1737,2024-12-07 03:17:00,5,1569.781475637808,24,High,Med,Med,High Med Med
1738,2024-10-21 11:44:00,6,2148.2599999999998,71,Med,Med,Med,Med Med Med
1739,2024-08-26 08:54:00,1,148.88,127,Med,Low,Low,Med Low Low
1741,2024-09-10 10:08:00,5,1528.23,112,Med,Med,Med,Med Med Med
1742,2024-08-24 23:59:00,6,2018.56,128,Med,Med,Med,Med Med Med
1744,2024-08-19 02:44:00,8,3696.6000000000004,134,Med,High,High,Med High High
1746,2024-09-28 11:48:00,7,3145.5499999999997,94,Med,High,High,Med High High
1747,2024-08-15 14:15:00,2,539.4100000000001,138,Med,Low,Low,Med Low Low
1748,2023-06-09 05:12:00,1,3124.8,571,Low,Low,High,Low Low High
1749,2023-07-27 12:12:00,4,513.72,523,Low,Med,Low,Low Med Low
1750,2024-02-24 07:32:00,3,674.93,311,Low,Low,Low,Low Low Low
1752,2024-08-30 18:23:00,1,331.44,123,Med,Low,Low,Med Low Low
1753,2024-08-03 17:58:00,4,523.22,150,Med,Med,Low,Med Med Low
1754,2024-12-20 01:00:00,7,3796.71,11,High,High,High,High High High
1755,2024-10-21 11:28:00,8,2353.83,71,Med,High,High,Med High High
1757,2024-12-18 21:36:00,6,4015.46,13,High,Med,High,High Med High
1759,2024-12-28 22:24:00,7,1466.51,2,High,High,Med,High High Med
1761,2024-11-30 18:54:00,7,1537.93,31,High,High,Med,High High Med
1763,2023-03-04 06:26:00,2,287.15999999999997,668,Low,Low,Low,Low Low Low
1765,2024-05-19 03:34:00,8,1794.6,226,Low,High,Med,Low High Med
1766,2024-04-25 23:40:00,3,1179.49,249,Low,Low,Med,Low Low Med
1767,2024-09-10 20:33:00,7,1413.94,112,Med,High,Med,Med High Med
1768,2024-06-17 23:37:00,3,512.08,196,Low,Low,Low,Low Low Low
1769,2024-07-04 21:41:00,4,1299.59,180,Med,Med,Med,Med Med Med
1771,2024-12-11 19:33:00,3,2637.98,20,High,Low,High,High Low High
1774,2024-04-29 17:44:00,2,252.39000000000001,246,Low,Low,Low,Low Low Low
1775,2024-07-09 01:31:00,3,1306.41,175,Med,Low,Med,Med Low Med
1776,2023-01-22 02:31:00,3,1849.52,709,Low,Low,Med,Low Low Med
1777,2024-10-03 21:04:00,7,2377.1000000000004,89,Med,High,High,Med High High
1778,2023-07-18 01:26:00,2,1806.2300000000002,532,Low,Low,Med,Low Low Med
1779,2024-11-12 17:14:00,8,2761.36,49,High,High,High,High High High
1780,2024-05-14 03:21:00,2,835.44,231,Low,Low,Low,Low Low Low
1782,2024-12-08 03:10:00,8,3890.7,23,High,High,High,High High High
1783,2024-10-24 17:27:00,3,511.78,68,Med,Low,Low,Med Low Low
1784,2024-12-10 17:17:00,3,822.85,21,High,Low,Low,High Low Low
1785,2024-06-18 23:16:00,4,1041.59,195,Low,Med,Low,Low Med Low
1786,2024-10-22 07:55:00,5,1669.33,70,Med,Med,Med,Med Med Med
1787,2024-10-01 19:56:00,5,1584.71,91,Med,Med,Med,Med Med Med
1789,2024-05-18 04:21:00,1,176.16,227,Low,Low,Low,Low Low Low
1790,2024-12-07 17:26:00,4,1441.48,24,High,Med,Med,High Med Med
1791,2024-05-07 01:49:00,1,107.62,238,Low,Low,Low,Low Low Low
1792,2024-04-29 22:52:00,4,2307.38,245,Low,Med,Med,Low Med Med
1793,2024-06-18 04:17:00,7,2241.86,196,Low,High,Med,Low High Med
1794,2024-03-15 07:36:00,2,348.05,291,Low,Low,Low,Low Low Low
1795,2024-10-22 02:57:00,8,2347.06,70,Med,High,High,Med High High
1796,2023-12-26 19:39:00,1,165.3,371,Low,Low,Low,Low Low Low
1798,2024-09-25 18:04:00,7,2776.66,97,Med,High,High,Med High High
1799,2024-08-15 03:17:00,6,2150.77,138,Med,Med,Med,Med Med Med
1801,2024-10-25 15:29:00,3,927.31,67,Med,Low,Low,Med Low Low
1802,2023-12-29 01:13:00,2,1241.48,368,Low,Low,Med,Low Low Med
1805,2023-01-10 19:43:00,1,399.02,721,Low,Low,Low,Low Low Low
1807,2023-09-16 23:23:00,1,49.78,471,Low,Low,Low,Low Low Low
1808,2024-12-14 13:33:00,3,751.72,17,High,Low,Low,High Low Low
1809,2024-10-07 10:03:00,6,3099.41,85,Med,Med,High,Med Med High
1812,2024-12-09 05:57:00,7,2802.33,22,High,High,High,High High High
1813,2024-12-30 19:18:00,8,2620.2799999999997,1,High,High,High,High High High
1814,2024-06-24 23:31:00,5,1269.6399999999999,189,Low,Med,Med,Low Med Med
1815,2024-09-27 12:20:00,6,1368.78,95,Med,Med,Med,Med Med Med
1816,2023-01-21 20:08:00,4,1204.5500000000002,710,Low,Med,Med,Low Med Med
1817,2024-03-20 21:12:00,1,732.3000000000001,286,Low,Low,Low,Low Low Low
1818,2024-11-01 14:25:00,5,1186.86,60,Med,Med,Med,Med Med Med
1819,2024-12-13 02:04:00,3,805.26,18,High,Low,Low,High Low Low
1821,2024-12-28 15:31:00,8,2005.36,3,High,High,Med,High High Med
1822,2023-02-16 08:59:00,4,736.47,684,Low,Med,Low,Low Med Low
1823,2023-03-24 11:47:00,1,756.1500000000001,648,Low,Low,Low,Low Low Low
1824,2024-09-28 09:28:00,4,1364.55,94,Med,Med,Med,Med Med Med
1825,2024-08-26 18:51:00,7,1766.99,127,Med,High,Med,Med High Med
1827,2024-11-23 08:29:00,6,2768.715223771163,38,High,Med,High,High Med High
1828,2024-02-09 03:38:00,1,482.66,326,Low,Low,Low,Low Low Low
1829,2024-11-29 13:40:00,7,4143.11,32,High,High,High,High High High
1830,2024-12-08 17:54:00,7,1473.46,23,High,High,Med,High High Med
1831,2024-11-24 14:45:00,5,1393.1299999999999,37,High,Med,Med,High Med Med
1832,2024-10-17 19:26:00,1,229.69,75,Med,Low,Low,Med Low Low
1833,2024-11-11 14:30:00,3,1690.81,50,High,Low,Med,High Low Med
1835,2024-11-23 00:44:00,3,462.84,38,High,Low,Low,High Low Low
1837,2024-05-08 00:48:00,1,447.9,237,Low,Low,Low,Low Low Low
1838,2024-10-14 19:13:00,4,5327.4696345934635,78,Med,Med,High,Med Med High
1839,2024-07-16 08:14:00,7,2435.79,168,Med,High,High,Med High High
1840,2023-12-25 12:10:00,2,443.46000000000004,372,Low,Low,Low,Low Low Low
1841,2023-10-17 01:20:00,3,5796.52,441,Low,Low,High,Low Low High
1842,2024-12-17 17:43:00,5,1187.43,14,High,Med,Med,High Med Med
1843,2024-10-23 06:30:00,5,1803.81,69,Med,Med,Med,Med Med Med
1844,2024-10-02 11:40:00,7,2240.8900000000003,90,Med,High,Med,Med High Med
1845,2024-10-07 11:31:00,7,2030.89,85,Med,High,Med,Med High Med
1846,2024-08-10 03:55:00,6,1670.73,143,Med,Med,Med,Med Med Med
1847,2024-12-16 22:47:00,6,5208.91,14,High,Med,High,High Med High
1848,2024-08-10 23:54:00,1,199.08,142,Med,Low,Low,Med Low Low
1849,2024-04-02 10:33:00,6,3845.0,273,Low,Med,High,Low Med High
1850,2024-02-19 12:50:00,3,524.49,316,Low,Low,Low,Low Low Low
1851,2024-12-12 21:52:00,4,3100.8599999999997,19,High,Med,High,High Med High
1852,2023-01-15 14:12:00,2,337.52,716,Low,Low,Low,Low Low Low
1853,2024-11-07 17:59:00,6,3885.8199999999997,54,High,Med,High,High Med High
1854,2024-07-01 16:25:00,1,133.07,183,Med,Low,Low,Med Low Low
1855,2023-12-08 14:56:00,4,2345.0600000000004,389,Low,Med,High,Low Med High
1856,2024-03-24 03:56:00,6,2497.64,282,Low,Med,High,Low Med High
1857,2024-11-29 18:01:00,3,825.29,32,High,Low,Low,High Low Low
1858,2024-04-30 05:03:00,5,1925.25,245,Low,Med,Med,Low Med Med
1859,2024-10-31 21:39:00,7,4075.59,61,Med,High,High,Med High High
1860,2024-07-17 13:48:00,6,4227.780000000001,167,Med,Med,High,Med Med High
1861,2024-12-29 22:58:00,4,2209.06,1,High,Med,Med,High Med Med
1862,2024-09-18 09:57:00,5,2636.33,104,Med,Med,High,Med Med High
1863,2024-06-27 16:15:00,2,967.4000000000001,187,Low,Low,Low,Low Low Low
1864,2023-10-10 14:16:00,2,593.93,448,Low,Low,Low,Low Low Low
1865,2023-07-25 02:42:00,1,329.66,525,Low,Low,Low,Low Low Low
1866,2024-01-02 15:49:00,2,1415.23,364,Low,Low,Med,Low Low Med
1867,2024-12-21 22:44:00,6,2017.8500000000001,9,High,Med,Med,High Med Med
1868,2024-08-21 15:36:00,6,3292.04,132,Med,Med,High,Med Med High
1869,2024-09-23 20:25:00,4,1095.02,99,Med,Med,Low,Med Med Low
1870,2024-08-25 14:55:00,4,1044.62,128,Med,Med,Low,Med Med Low
1871,2024-04-14 05:31:00,6,3953.85,261,Low,Med,High,Low Med High
1873,2023-03-04 12:25:00,1,307.35,668,Low,Low,Low,Low Low Low
1874,2024-09-08 18:00:00,8,2263.15,114,Med,High,Med,Med High Med
1875,2024-12-22 19:30:00,5,1044.56,9,High,Med,Low,High Med Low
1876,2024-02-01 01:11:00,1,85.4,334,Low,Low,Low,Low Low Low
1878,2024-09-06 11:53:00,4,830.09,116,Med,Med,Low,Med Med Low
1879,2024-12-17 22:52:00,5,1146.44,13,High,Med,Med,High Med Med
1880,2024-12-17 16:06:00,7,2443.37,14,High,High,High,High High High
1881,2024-10-11 04:21:00,8,2915.54,81,Med,High,High,Med High High
1882,2024-06-12 18:56:00,6,1595.9,202,Low,Med,Med,Low Med Med
1884,2024-10-01 02:42:00,7,1496.93,91,Med,High,Med,Med High Med
1885,2024-10-26 01:18:00,6,2159.29,66,Med,Med,Med,Med Med Med
1886,2023-09-27 12:57:00,2,1729.2200000000003,461,Low,Low,Med,Low Low Med
1888,2024-09-09 23:35:00,4,1120.1100000000001,112,Med,Med,Med,Med Med Med
1889,2024-07-07 18:09:00,2,531.54,177,Med,Low,Low,Med Low Low
1890,2024-08-05 01:03:00,6,2052.81,148,Med,Med,Med,Med Med Med
1891,2024-06-08 01:38:00,2,306.22,206,Low,Low,Low,Low Low Low
1892,2024-06-28 03:32:00,5,1072.83,186,Low,Med,Low,Low Med Low
1893,2024-11-09 01:59:00,5,1188.29,52,High,Med,Med,High Med Med
1894,2023-08-15 10:01:00,3,4112.087724058067,504,Low,Low,High,Low Low High
1895,2024-09-11 04:55:00,8,2942.52,111,Med,High,High,Med High High
1896,2024-09-04 23:33:00,7,3499.3722755399526,117,Med,High,High,Med High High
1897,2024-11-09 14:57:00,5,3482.4621635968506,52,High,Med,High,High Med High
1899,2024-09-11 17:12:00,2,1059.8999999999999,111,Med,Low,Low,Med Low Low
1900,2024-09-29 15:58:00,2,688.74,93,Med,Low,Low,Med Low Low
1901,2024-09-01 18:29:00,7,2206.26,121,Med,High,Med,Med High Med
1903,2024-12-23 07:21:00,5,1514.73,8,High,Med,Med,High Med Med
1904,2024-09-06 00:16:00,5,5143.76,116,Med,Med,High,Med Med High
1905,2024-09-23 16:37:00,6,1023.92,99,Med,Med,Low,Med Med Low
1906,2024-10-17 17:58:00,3,1118.21,75,Med,Low,Med,Med Low Med
1907,2024-10-17 13:48:00,4,1243.6,75,Med,Med,Med,Med Med Med
1908,2024-10-03 10:01:00,1,231.4,89,Med,Low,Low,Med Low Low
1909,2024-05-26 17:38:00,1,225.06,219,Low,Low,Low,Low Low Low
1911,2024-12-03 11:03:00,6,1412.22,28,High,Med,Med,High Med Med
1912,2024-10-26 00:08:00,8,2425.18,66,Med,High,High,Med High High
1913,2024-12-20 22:15:00,7,1660.88,11,High,High,Med,High High Med
1914,2023-12-26 01:00:00,1,74.82,371,Low,Low,Low,Low Low Low
1915,2024-03-25 19:37:00,6,1275.77,281,Low,Med,Med,Low Med Med
1917,2024-08-13 08:33:00,7,2862.0499999999997,140,Med,High,High,Med High High
1918,2024-06-20 08:23:00,1,508.14,194,Low,Low,Low,Low Low Low
1919,2024-11-12 07:12:00,8,4252.8,49,High,High,High,High High High
1920,2024-06-01 19:04:00,3,912.1700000000001,213,Low,Low,Low,Low Low Low
1921,2023-09-23 23:27:00,4,3244.63,464,Low,Med,High,Low Med High
1923,2024-11-19 23:34:00,7,2602.92,41,High,High,High,High High High
1925,2024-10-27 22:51:00,6,1042.95,64,Med,Med,Low,Med Med Low
1926,2024-03-26 18:03:00,5,1524.47,280,Low,Med,Med,Low Med Med
1927,2024-09-08 16:09:00,3,601.93,114,Med,Low,Low,Med Low Low
1928,2024-02-28 11:14:00,8,2795.13,307,Low,High,High,Low High High
1929,2024-08-19 17:02:00,4,2221.32,134,Med,Med,Med,Med Med Med
1930,2024-07-05 18:28:00,6,3727.26,179,Med,Med,High,Med Med High
1932,2024-03-29 13:50:00,4,691.6899999999999,277,Low,Med,Low,Low Med Low
1933,2023-08-06 08:59:00,2,387.42,513,Low,Low,Low,Low Low Low
1934,2024-10-24 16:56:00,6,4202.59027699267,68,Med,Med,High,Med Med High
1935,2024-08-13 15:57:00,5,1010.08,140,Med,Med,Low,Med Med Low
1936,2024-07-11 17:50:00,1,26.42,173,Med,Low,Low,Med Low Low
1937,2024-12-25 05:07:00,7,2873.4700000000003,6,High,High,High,High High High
1938,2024-10-30 06:01:00,3,1898.5900000000001,62,Med,Low,Med,Med Low Med
1939,2023-09-13 04:42:00,4,3153.6100000000006,475,Low,Med,High,Low Med High
1940,2024-12-18 03:52:00,5,2467.0,13,High,Med,High,High Med High
1941,2024-09-09 06:36:00,6,6220.424459601607,113,Med,Med,High,Med Med High
1942,2024-05-07 07:40:00,3,1547.3901022401017,238,Low,Low,Med,Low Low Med
1943,2024-10-11 15:21:00,5,3692.71,81,Med,Med,High,Med Med High
1944,2024-06-19 20:55:00,2,1683.04,195,Low,Low,Med,Low Low Med
1945,2023-05-18 10:39:00,1,256.01,593,Low,Low,Low,Low Low Low
1946,2024-02-15 19:03:00,3,1853.47,320,Low,Low,Med,Low Low Med
1947,2024-10-22 18:51:00,5,5416.969999999999,70,Med,Med,High,Med Med High
1948,2024-11-14 08:49:00,8,1683.99,47,High,High,Med,High High Med
1949,2024-11-04 04:57:00,7,2031.6,57,High,High,Med,High High Med
1950,2024-07-25 18:07:00,5,1747.28,159,Med,Med,Med,Med Med Med
1951,2023-10-10 06:46:00,1,2108.2,448,Low,Low,Med,Low Low Med
1952,2024-06-01 10:40:00,3,873.62,213,Low,Low,Low,Low Low Low
1953,2023-05-19 09:53:00,1,187.46,592,Low,Low,Low,Low Low Low
1955,2024-09-16 03:51:00,1,843.8399999999999,106,Med,Low,Low,Med Low Low
1956,2023-01-11 10:26:00,1,2066.2,720,Low,Low,Med,Low Low Med
1958,2024-03-21 21:16:00,2,604.22,285,Low,Low,Low,Low Low Low
1959,2023-07-22 12:39:00,1,149.21,528,Low,Low,Low,Low Low Low
1960,2024-11-27 04:52:00,5,1152.9699999999998,34,High,Med,Med,High Med Med
1961,2024-12-05 08:19:00,6,2008.42,26,High,Med,Med,High Med Med
1962,2024-08-27 13:10:00,8,1820.88,126,Med,High,Med,Med High Med
1963,2024-05-06 05:49:00,2,526.9,239,Low,Low,Low,Low Low Low
1964,2024-08-07 04:28:00,8,2584.61,146,Med,High,High,Med High High
1965,2024-11-14 07:04:00,8,3785.16,47,High,High,High,High High High
1966,2024-11-03 09:40:00,6,2139.52,58,High,Med,Med,High Med Med
1967,2024-12-16 07:17:00,8,3039.08,15,High,High,High,High High High
1969,2024-09-22 22:35:00,7,2850.4500000000003,99,Med,High,High,Med High High
1970,2023-05-03 09:47:00,1,4503.7,608,Low,Low,High,Low Low High
1971,2024-09-03 05:59:00,2,815.76,119,Med,Low,Low,Med Low Low
1972,2024-06-07 16:34:00,3,458.78,207,Low,Low,Low,Low Low Low
1973,2024-09-17 07:13:00,4,4331.23,105,Med,Med,High,Med Med High
1974,2024-09-23 15:26:00,5,1174.72,99,Med,Med,Med,Med Med Med
1975,2024-12-11 02:33:00,5,2292.11,20,High,Med,Med,High Med Med
1976,2024-12-05 03:38:00,8,1747.91,26,High,High,Med,High High Med
1978,2023-12-03 22:10:00,3,1118.27,394,Low,Low,Med,Low Low Med
1979,2024-11-09 04:02:00,2,2248.4,52,High,Low,Med,High Low Med
1980,2024-12-21 23:21:00,5,668.78,9,High,Med,Low,High Med Low
1981,2024-09-13 14:50:00,6,1753.4,109,Med,Med,Med,Med Med Med
1982,2024-09-12 20:26:00,1,3564.6,110,Med,Low,High,Med Low High
1983,2024-11-07 13:40:00,5,2659.24,54,High,Med,High,High Med High
1984,2024-06-29 16:34:00,8,3292.6874927663175,185,Low,High,High,Low High High
1985,2024-06-17 21:19:00,8,1718.56,197,Low,High,Med,Low High Med
1986,2024-07-10 20:27:00,2,612.96,174,Med,Low,Low,Med Low Low
1987,2024-12-01 21:58:00,7,2219.23,30,High,High,Med,High High Med
1988,2024-05-04 20:53:00,1,41.43,241,Low,Low,Low,Low Low Low
1989,2024-09-03 09:38:00,2,944.58,119,Med,Low,Low,Med Low Low
1990,2024-03-01 07:25:00,6,2554.71,305,Low,Med,High,Low Med High
1991,2024-12-12 07:15:00,3,781.99,19,High,Low,Low,High Low Low
1992,2024-06-24 16:49:00,7,5037.54,190,Low,High,High,Low High High
1994,2024-08-24 08:07:00,5,2428.32,129,Med,Med,High,Med Med High
1996,2023-12-06 13:13:00,1,279.43,391,Low,Low,Low,Low Low Low
1997,2024-07-10 11:07:00,4,1997.03,174,Med,Med,Med,Med Med Med
1998,2024-04-02 04:46:00,1,1265.05,273,Low,Low,Med,Low Low Med
1999,2024-11-22 07:30:00,7,3315.822687481569,39,High,High,High,High High High
